0.0915,0.55987
0.3563,0.35383
0.38536,0.33549
0.65985,0.29126
0.69527,0.2596
0.71188,0.27421
0.75426,0.28101
0.78037,0.25858
0.80376,0.22936
0.85225,0.21169
0.8892,0.10126
0.95371,0.05448
